[2026-09-16T11:34:46.177Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:34:46.180Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:34:46.186Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":15}
[2026-09-16T11:34:46.772Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":1}
[2026-09-16T11:34:46.776Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":2}
[2026-09-16T11:34:46.781Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":15}
[2026-09-16T11:34:48.416Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":1}
[2026-09-16T11:34:48.417Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":2}
[2026-09-16T11:34:48.419Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":15}
[2026-09-16T11:34:49.328Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":1}
[2026-09-16T11:34:49.330Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:34:49.332Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":15}
[2026-09-16T11:34:49.752Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":1}
[2026-09-16T11:34:49.754Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":2}
[2026-09-16T11:34:49.756Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":15}
[2026-09-16T11:34:50.613Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":1}
[2026-09-16T11:34:50.617Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:34:50.619Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":15}
[2026-09-16T11:34:51.207Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":1}
[2026-09-16T11:34:51.209Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:34:51.214Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":15}
[2026-09-16T11:34:55.708Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":1}
[2026-09-16T11:34:55.710Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":2}
[2026-09-16T11:34:55.711Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":15}
[2026-09-16T11:34:55.953Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":1}
[2026-09-16T11:34:55.955Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:34:55.957Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":15}
[2026-09-16T11:34:56.958Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:34:56.959Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:34:57.307Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":1}
[2026-09-16T11:34:57.309Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":2}
[2026-09-16T11:34:57.311Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":15}
[2026-09-16T11:34:57.533Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":1}
[2026-09-16T11:34:57.539Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:34:57.541Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":15}
[2026-09-16T11:34:59.080Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":1}
[2026-09-16T11:34:59.082Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":2}
[2026-09-16T11:34:59.084Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":15}
[2026-09-16T11:34:59.217Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":1}
[2026-09-16T11:34:59.221Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:34:59.224Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":15}
[2026-09-16T11:35:11.283Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:35:11.284Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:35:11.924Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":1}
[2026-09-16T11:35:11.926Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":2}
[2026-09-16T11:35:11.928Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":15}
[2026-09-16T11:35:12.578Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":1}
[2026-09-16T11:35:12.579Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:35:12.581Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":15}
[2026-09-16T11:35:16.140Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":1}
[2026-09-16T11:35:16.142Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":2}
[2026-09-16T11:35:16.144Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":15}
[2026-09-16T11:35:17.102Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":1}
[2026-09-16T11:35:17.106Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:35:17.109Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":15}
[2026-09-16T11:35:25.837Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:35:25.868Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:35:40.613Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:35:40.617Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:36:06.778Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:36:06.780Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:36:51.911Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:36:51.930Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:37:03.733Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:37:03.748Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:37:31.969Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:37:31.980Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:38:24.194Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:38:24.199Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:38:24.232Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":1}
[2026-09-16T11:38:24.237Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:38:24.275Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":15}
[2026-09-16T11:38:34.406Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:38:34.409Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:38:35.187Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:38:35.192Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:38:39.008Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":1}
[2026-09-16T11:38:39.012Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:38:39.014Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":15}
[2026-09-16T11:38:43.197Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
